feature-1,feature-2,feature-3,feature-4,feature-5,feature-6,feature-7,feature-8,feature-9,feature-10,label
25.54391148343709,11.619435075235314,33.89092979372045,56.31781785487512,86.56716991164157,37.60504114525747,74.47306904891843,44.28200232000426,57.25489845906493,36.41581281438094,3
24.73811282473758,11.538460150131835,30.946805807552508,56.79479561111728,98.5074651789746,30.252102796007613,68.14988522855063,45.755610233530156,71.76470795379257,32.174728949513444,6
22.804190821488614,14.372469082383365,32.853798307803444,55.44172154113692,62.686562677845735,35.29411824226318,69.78923010104516,30.71555203681317,46.66666079758771,36.41458365784318,2
22.643028478563636,11.538460150131835,32.4857769299956,53.369860682950346,86.56716991164157,50.8403342212969,77.7517587939075,16.37750132951878,32.941178246107924,47.165135624273574,3
22.240129149213885,11.781374612135886,33.25527189847611,64.68818027353402,85.07463509061617,36.764706923960574,56.9086667906992,54.59236642832036,56.47058409241485,27.057465805562895,3
22.723609650026127,0.0,32.82034609493862,63.080631792393014,85.07463509061617,42.436976830616636,76.81498852285506,48.2103046935729,56.0784331973887,39.87570060580778,3
23.368245965800654,11.012146341898589,33.55637003603639,60.110526118154624,86.56716991164157,38.025210785524465,74.47306904891843,54.63751491962226,61.568621187341506,36.98703781969744,3
20.789681118814467,12.307693577022327,33.0545303995103,72.3090471328191,85.07463509061617,38.65546018668787,76.58079905693918,52.75029359706638,65.09804212556575,36.4051368652386,7
20.06446363157745,11.376515456578069,33.08799201963408,62.974291401735016,86.56716991164157,38.23529560565797,73.30210931195012,32.48989014266732,57.64706193068886,37.5998018749951,2
6.849314710796563,37.449389382647034,33.52291782317157,58.225718272323476,41.79104178523049,32.983195339268896,75.87821825180262,81.80277230438571,23.529418422904698,31.360410059502986,1
22.965346636450903,12.914977153705859,33.489465610306745,53.92437941233065,86.56716991164157,40.12604886838526,76.58079905693918,37.31454471954467,62.352935553991585,37.79178109720417,5
23.04592780791339,13.117406731484769,28.53797367077548,51.12170283795719,62.686562677845735,32.3529408788684,76.11241392141297,26.97043313299839,59.60784155901518,30.69542563758604,1
25.946817340749533,10.769231879894537,30.64569826273327,57.69589385012041,98.5074651789746,33.4033599202988,69.0866492959086,55.09326771976382,76.86274504871922,34.92673529260528,6
22.804190821488614,11.457490381681549,33.22181027835233,50.33834807389708,86.56716991164157,36.34453728369358,79.8594825982338,52.9674643139899,58.03921282571502,32.865139199025776,3
23.04592780791339,13.522265887042586,32.51923855011938,64.35932593027422,86.56716991164157,38.65546018668787,74.94145418444465,55.31019866774787,64.31372775891568,37.157407503823535,5
0.4028993293497507,12.388663345472613,79.08999633022829,40.35633206375459,26.865676875846646,31.512606657571506,80.56206340337036,85.89331433084566,11.764715499751233,28.214794514548117,1
22.965346636450903,12.429148229697756,33.25527189847611,55.50185557351998,86.56716991164157,36.13445246356008,77.28337365838128,52.831994863190246,65.09804212556575,33.635208453677066,5
23.20709015083837,12.186233767693704,33.1214442324989,46.580135466519806,86.56716991164157,35.71428788253018,74.94145418444465,62.22784427103289,63.529413392265596,34.38631434567382,3
26.18855432717431,10.364372724336718,31.381731611089993,63.53735979244902,98.5074651789746,36.34453728369358,65.80796575461399,60.196773573242936,80.39215341034571,39.98123630818916,6
20.06446363157745,12.145748883468562,34.19203733853969,77.4709741119225,85.07463509061617,43.277311051913536,76.11241392141297,53.841014491155164,74.90195284379513,41.265903487487456,7
22.643028478563636,12.186233767693704,32.88725052066827,44.1404906657004,85.07463509061617,34.03361438069929,73.536298777866,54.87656455227227,50.19608173581196,33.41242517308295,3
25.141012154087335,10.202428030782952,32.05085112645811,52.10541244478521,98.5074651789746,35.924367643426585,68.14988522855063,39.19780985459932,70.19607922049241,38.07596852972804,6
21.434323962551687,13.967609926825547,31.214451732247962,65.54749549021277,83.58208357046098,35.504203062396684,73.536298777866,63.15795594101876,74.90195284379513,34.81013718138411,2
20.789681118814467,11.7004048436856,30.612246049868446,68.8600649562111,85.07463509061617,40.54621850865225,77.98594825982339,56.78356681233429,65.49019302059192,37.489800416109745,2
23.126508979375878,14.615383544387416,30.64569826273327,62.595433207945376,86.56716991164157,33.4033599202988,73.77049444747634,62.49970628304916,62.352935553991585,32.66267725752311,3
20.87026229027696,9.878543800328615,34.56004930908857,65.24459774904177,86.56716991164157,49.7899151798665,78.22014392943372,51.12237039409862,62.74509902561551,46.29918142468583,2
20.306200618002226,14.170039504604457,31.214451732247962,67.1069282594311,88.05970473266697,49.579830359733,77.51756312429717,38.43110071686118,57.64706193068886,46.20484231853919,3
22.48186613563866,12.388663345472613,30.946805807552508,59.15181843659153,86.56716991164157,38.44538042579146,78.92271853087583,46.858895020047086,57.64706193068886,35.143952480056804,3
21.99838563482642,9.878543800328615,33.42255177731814,59.51770363309691,86.56716991164157,47.26890745673872,74.23887958300256,32.98775835702651,50.980396102462045,46.011757392195726,3
25.624492654899576,15.546556508178481,31.716291368774055,48.26870418744592,86.56716991164157,39.49579946722186,75.64402878588675,64.42580613913984,63.529413392265596,37.64774971495914,3
25.624492654899576,15.546556508178481,31.716291368774055,48.26870418744592,86.56716991164157,38.44538042579146,74.70725851483431,64.74165376310158,58.43137629733894,37.1362488353876,3
24.012888809537873,10.80971676411968,35.19571661159187,54.37350182035656,83.58208357046098,46.63865299633822,81.49882747072834,34.20649188789747,44.70588116926138,41.27787300311712,1
55.27799818718475,10.526317417890484,31.549011489932024,30.118886965627606,98.5074651789746,24.789917709485046,34.89461505052259,48.04108776454307,22.74510405625462,3.3655433177844145,6
23.126508979375878,15.465586739728195,30.244224672060604,54.172839359500955,86.56716991164157,31.722686418467916,76.11241392141297,51.963335972390134,60.78430682069142,30.071529396003214,4
21.3537427910892,13.805665233271782,32.15121717231154,52.601059436694,86.56716991164157,35.084033422129686,76.58079905693918,30.85799876375135,54.1176409924646,33.09154553928357,2
21.676067476939153,13.846155274150117,29.039813307301568,60.12793305890972,83.58208357046098,40.33613368851876,77.28337365838128,50.62891392822565,64.31372775891568,37.63739044806889,3
21.676067476939153,17.165993130409753,29.809298868523115,63.99755645163172,86.56716991164157,36.97479174409407,76.81498852285506,55.02600054379596,59.215678087391254,34.84067823247505,3
19.983882460114962,14.696353312837703,33.85747758085563,64.29190453146902,85.07463509061617,38.865545006821364,72.59953471050801,62.84372675739843,71.37254448216865,38.6392979487256,2
26.752615999449038,10.566802302115628,32.4857769299956,56.104171789215,98.5074651789746,29.201678695340128,68.61827036407684,27.855156542742897,36.078435712708256,30.701507010325237,6
19.097502629952967,14.45343885083365,30.746073715845654,58.20894778278429,86.56716991164157,42.857141411646545,78.68852286126548,40.258499689019686,59.60784155901518,39.28571083518128,4
25.54391148343709,10.080973378107524,32.45232471713078,68.50874388502976,97.0149303579492,32.5630256990019,65.80796575461399,45.74374167102647,52.941175730788366,35.70877406288623,6
24.89927516766256,7.40890913940976,31.68283915590923,31.71471413687562,85.07463509061617,33.6134447404323,76.58079905693918,19.116166133020936,32.941178246107924,32.000151148681674,7
22.965346636450903,12.307693577022327,32.92071214079205,57.254355819084076,86.56716991164157,36.13445246356008,78.68852286126548,43.86139964638877,62.74509902561551,33.12325670445849,3
25.141012154087335,14.170039504604457,31.415193231213777,40.23858858881157,67.16418384005173,32.7731105191354,73.77049444747634,44.81548821032148,61.176470292315344,32.02040807782354,3
25.302174497012313,13.076921847259626,33.188358065487506,40.11578532670208,67.16418384005173,34.663863781862695,74.94145418444465,33.64042139870649,55.68626972576477,33.39747669728537,5
23.04592780791339,12.307693577022327,31.850119034751263,56.56848416626058,86.56716991164157,34.87394860199619,74.00468391339221,48.72703073502128,58.43137629733894,34.01781428915408,3
22.965346636450903,12.914977153705859,33.489465610306745,53.92437941233065,86.56716991164157,36.55462210382708,73.77049444747634,47.77155151123965,63.92156428729175,35.70327237969322,5
23.20709015083837,12.429148229697756,33.456003990182964,57.13566827483746,85.07463509061617,32.7731105191354,0.0,24.777830100688572,40.78430933601098,0.0,1
20.628525303852182,10.890686532569966,34.426231050370326,70.89141569450513,95.52239553692378,37.39495632512398,63.700235746593236,65.91848767180045,88.62744797187268,42.154959388990044,7
18.93634028702799,12.145748883468562,33.52291782317157,60.04881156525206,86.56716991164157,46.42857323544182,76.81498852285506,43.380291280898426,70.58823011551857,43.778691277851536,2
24.496369310350115,14.251009273054741,31.01371964054111,47.31538512617752,86.56716991164157,36.55462210382708,79.62529313231792,46.58330460102209,63.529413392265596,33.11419637155137,4
85.01208489093243,11.578945034356977,30.84643976169908,27.901109058673796,35.82090250112887,24.159663249084556,55.97189651964676,65.45599736445982,20.78431185133053,18.661430280899307,1
23.368245965800654,14.129554620379313,30.946805807552508,63.9538746831799,86.56716991164157,35.71428788253018,74.94145418444465,56.64368561304842,61.568621187341506,34.34121127848275,3
24.576950481812606,11.82185949636103,32.218131005300144,55.27365599005609,86.56716991164157,33.1932751001653,72.8337241764239,56.217496323143315,67.45097264891824,32.91457920282167,3
22.804190821488614,12.79352250103043,33.22181027835233,66.24317909928152,85.07463509061617,53.151262183528274,77.7517587939075,45.0675692848316,67.45097264891824,50.065966523358114,7
21.595486305476665,12.388663345472613,33.656745489148776,81.66469967882551,85.07463509061617,40.33613368851876,77.51756312429717,47.768050884723415,62.352935553991585,37.68437213878927,7
23.287671322300856,14.048584851929027,30.411504550902634,55.34581895041982,86.56716991164157,37.60504114525747,75.64402878588675,37.62062175922308,52.15686136413828,35.8648393707105,4
24.576950481812606,14.65586842861256,31.047171853405935,50.43994690299657,86.56716991164157,31.93277123860141,76.81498852285506,47.54787106760957,64.31372775891568,29.99226758555332,4
0.0,13.36032119348882,36.93542923300078,53.69110943418002,0.0,30.462182556904022,79.8594825982338,51.357691619739896,26.274512417881105,27.570002611823455,2
24.09346998100036,10.60728718634077,32.82034609493862,50.70929305756893,86.56716991164157,30.042017975874117,73.30210931195012,44.61788263885859,59.215678087391254,29.52774302920637,3
24.496369310350115,14.251009273054741,31.01371964054111,47.31538512617752,86.56716991164157,32.3529408788684,74.94145418444465,41.52425190892041,60.392155925665264,31.255389636718224,4
22.240129149213885,14.291499313933079,31.917032867739866,65.37277902392569,86.56716991164157,45.37814913477433,77.51756312429717,39.271838514660196,61.568621187341506,42.258884842632,5
21.99838563482642,15.465586739728195,29.909664914376542,61.094235724982646,86.56716991164157,32.7731105191354,74.94145418444465,55.88627951016165,66.274507387242,31.608876807490795,4
23.60998948018812,13.886640158375261,30.612246049868446,51.44739614017796,85.07463509061617,34.663863781862695,77.7517587939075,49.88153016700866,59.215678087391254,32.155642134455555,3
27.638995829611034,11.052631226123731,31.047171853405935,38.10215975477111,98.5074651789746,29.411763515473623,62.76346547554079,32.17659605791091,60.392155925665264,33.810559173903755,6
22.240129149213885,14.73684335371604,30.64569826273327,57.19168658935765,86.56716991164157,32.14285605873491,75.40983931997087,60.41672560986429,65.49019302059192,30.744667044037406,4
23.368245965800654,11.25506080390264,32.218131005300144,53.684469126494044,86.56716991164157,36.764706923960574,74.23887958300256,32.151456284607654,49.41176736916188,35.7425463464476,3
28.767119174160495,10.80971676411968,31.448645444078597,68.72776796346432,97.0149303579492,36.764706923960574,66.9789254915823,61.97971938402401,72.15685884881873,39.73936084504136,6
23.529408308725632,12.591092923251521,33.7571115350022,53.12140073578004,86.56716991164157,32.983195339268896,75.40983931997087,49.35245602517766,65.09804212556575,31.641811761707665,5
22.159547977751394,10.16194314655781,34.76079080805438,59.23158698898537,86.56716991164157,36.34453728369358,73.536298777866,50.51183475508322,62.74509902561551,35.73044801091878,3
26.02739198424933,9.9595135687789,31.247913352371746,61.25185286860232,98.5074651789746,34.03361438069929,66.04215522052986,53.08570636648874,74.90195284379513,37.18827060466236,6
24.576950481812606,11.82185949636103,32.218131005300144,55.27365599005609,86.56716991164157,33.823529560565795,73.536298777866,51.102349687653,59.99999245404134,33.17022766018728,3
21.91780446336393,16.27530505084383,30.946805807552508,59.31546065172181,86.56716991164157,34.03361438069929,75.40983931997087,61.89196395217857,62.352935553991585,32.550480492856344,3
21.99838563482642,12.307693577022327,30.746073715845654,63.62407627061651,86.56716991164157,32.983195339268896,77.51756312429717,61.740909520313465,81.96078214364587,30.824449501579707,7
23.368245965800654,13.36032119348882,32.0173989135933,66.39383770960725,86.56716991164157,44.117645273210435,78.68852286126548,45.610837747879124,58.03921282571502,40.441160920637174,1
25.624492654899576,12.226718651918848,29.40782527785045,59.18157253093525,98.5074651789746,31.092437017304512,71.4285749735397,41.022655287552496,67.84313612054216,31.605704617474142,6
24.33521349538783,12.429148229697756,33.188358065487506,52.11775959837383,86.56716991164157,38.025210785524465,75.87821825180262,38.45251208315571,58.03921282571502,36.14339630014221,3
22.078966806288907,11.417005497456406,29.943126534500326,47.86326354787185,88.05970473266697,42.64705659151305,58.78220112910962,22.902477340636377,40.78430933601098,27.443308241006143,2
26.51087901302426,12.753037616805289,32.18467879243532,46.54626565431322,98.5074651789746,32.14285605873491,51.52224703768937,55.08046405839621,78.03921031039546,25.21296344703157,6
24.415788138887628,10.283402955886432,33.489465610306745,46.78808529379755,86.56716991164157,33.4033599202988,73.30210931195012,46.0784471220774,63.137249920641665,32.89568025011672,3
22.965346636450903,12.99595207880934,34.66042476220096,77.8317995212614,85.07463509061617,36.97479174409407,72.8337241764239,43.7883180736388,68.62745048719225,36.8052138995383,7
23.85173299457559,10.202428030782952,33.55637003603639,57.665503304560794,86.56716991164157,40.54621850865225,74.23887958300256,41.927399403742605,52.54901225916444,39.367302138807524,3
22.240129149213885,14.048584851929027,30.946805807552508,59.790539661836505,86.56716991164157,36.13445246356008,75.17564365036053,56.531497726271155,63.92156428729175,34.70615268528837,3
24.09346998100036,13.279351425038534,32.0173989135933,43.98983205537465,86.56716991164157,32.14285605873491,74.00468391339221,45.70696111571201,61.568621187341506,31.458178995464575,5
25.141012154087335,13.603240812146066,33.08799201963408,47.66892316909427,85.07463509061617,35.504203062396684,77.7517587939075,52.07366564988652,54.90195535911469,32.947122329845286,1
23.368245965800654,11.862349537239366,33.58983165616017,51.46954464249156,86.56716991164157,39.28571464708836,76.11241392141297,49.09176724574063,54.1176409924646,37.26190191202009,3
24.979849811162357,14.251009273054741,30.01004036748893,69.23544388335378,86.56716991164157,38.025210785524465,74.23887958300256,53.36268744536265,52.15686136413828,37.00055854161275,1
22.804190821488614,14.372469082383365,32.853798307803444,55.44172154113692,62.686562677845735,36.34453728369358,75.87821825180262,55.52015233959338,65.88234391561807,34.532551768691846,2
22.320703792713683,13.481781002817444,33.35563794432954,65.60889181750738,85.07463509061617,40.12604886838526,76.11241392141297,52.816409882124795,75.29411631541906,37.94312837622195,7
24.09346998100036,11.174091035452355,33.99130524683284,57.00685054873764,86.56716991164157,38.44538042579146,75.40983931997087,36.10512621197205,52.15686136413828,36.76749113906956,1
24.89927516766256,15.303642046174428,30.47841838389124,53.514504829285755,86.56716991164157,33.6134447404323,74.23887958300256,61.29865571146398,66.66665828226816,32.681184383034804,4
23.20709015083837,13.481781002817444,29.909664914376542,47.539150766170586,86.56716991164157,35.504203062396684,79.1569079967917,35.7259556110967,52.941175730788366,32.38437796788971,3
21.91780446336393,12.226718651918848,32.15121717231154,60.32607092994221,86.56716991164157,36.55462210382708,82.43559774178078,51.81087889222914,57.25489845906493,31.985272450329465,3
21.112005804664424,12.024289074139938,30.344600125172988,51.36984455951954,86.56716991164157,34.243699200832786,76.34660338732884,47.35700300334574,68.62745048719225,32.36017592933627,2
20.54794413238969,11.25506080390264,35.79792229397139,74.60056852065614,95.52239553692378,37.81512596539097,51.28805757177349,58.7804224824621,79.2156755720717,32.28207886547456,7
26.18855432717431,10.364372724336718,31.381731611089993,63.53735979244902,98.5074651789746,34.243699200832786,67.21311495749819,66.68170817146932,84.70587613862227,36.822878328209704,6
24.33521349538783,11.578945034356977,32.385410884142175,48.228819911249005,86.56716991164157,31.722686418467916,73.30210931195012,51.58766599803102,64.31372775891568,31.218831622837666,3
22.320703792713683,14.129554620379313,31.515559277067204,60.84102360873356,86.56716991164157,38.025210785524465,74.23887958300256,51.11562089845258,59.60784155901518,37.029741616266776,1
22.48186613563866,13.56275077126773,30.712612095721873,57.40089871154695,86.56716991164157,33.1932751001653,75.40983931997087,49.24678985355393,63.137249920641665,31.766047819449465,4
23.368245965800654,12.834007385255575,32.11776495944672,63.82696631072779,86.56716991164157,39.28571464708836,74.70725851483431,54.72410747211128,65.88234391561807,37.90275407282898,5
22.320703792713683,13.805665233271782,33.85747758085563,57.67879452745301,83.58208357046098,30.462182556904022,74.47306904891843,55.120265702347965,67.45097264891824,29.49519453468696,2
22.965346636450903,12.429148229697756,33.25527189847611,55.50185557351998,86.56716991164157,36.55462210382708,75.64402878588675,52.102989391183506,72.15685884881873,34.84028640528179,5
0.0,14.2105243888296,31.515559277067204,68.1248152965534,0.0,34.03361438069929,82.43559774178078,59.24268500931023,25.098034579607095,29.779387334706627,1
25.141012154087335,10.202428030782952,32.05085112645811,52.10541244478521,98.5074651789746,38.44538042579146,70.25760903287691,32.17961714654822,65.88234391561807,39.49218766354089,6
21.434323962551687,13.805665233271782,34.66042476220096,70.29827498383945,85.07463509061617,42.016807190349645,77.98594825982339,47.30486524745833,76.86274504871922,39.04934242272228,7
21.99838563482642,10.850201648344822,32.92071214079205,65.81969506773645,86.56716991164157,40.54621850865225,74.70725851483431,50.872147528869384,65.49019302059192,39.180175132799896,3
23.04592780791339,13.56275077126773,31.01371964054111,58.18362763191141,85.07463509061617,34.87394860199619,77.04917798877095,47.39005515165146,59.60784155901518,32.6477985591709,3
21.514905134014175,12.429148229697756,35.79792229397139,40.92699543897844,76.11940946533394,27.100840612479338,74.94145418444465,6.2091163987089,16.0784382280278,26.10454207155924,2
19.822720117189984,14.33198419815822,31.615925322920628,63.651613393224814,86.56716991164157,35.084033422129686,74.23887958300256,60.66369960596373,76.4705815770953,34.03897295759002,2
22.804190821488614,15.020242699945234,31.31481777810139,62.44319407710013,86.56716991164157,35.504203062396684,74.70725851483431,54.61308246469043,63.529413392265596,34.297213915426084,4
